LR
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score;average precision score
1;271.000;6.000;1.000;19.000;0.375;0.351;0.699
2;265.000;5.000;2.000;25.000;0.270;0.241;0.427
3;261.000;6.000;1.000;29.000;0.286;0.257;0.297
4;270.000;6.000;1.000;20.000;0.364;0.339;0.600
5;253.000;7.000;0.000;36.000;0.280;0.249;0.585
6;272.000;6.000;1.000;18.000;0.387;0.364;0.668
7;263.000;7.000;0.000;27.000;0.341;0.315;0.291
8;263.000;6.000;1.000;27.000;0.300;0.272;0.510
9;262.000;5.000;2.000;28.000;0.250;0.220;0.557
10;272.000;6.000;1.000;17.000;0.400;0.377;0.530
11;262.000;6.000;1.000;28.000;0.293;0.264;0.633
12;255.000;7.000;0.000;35.000;0.286;0.256;0.746
13;265.000;5.000;2.000;25.000;0.270;0.241;0.382
14;263.000;6.000;1.000;27.000;0.300;0.272;0.410
15;269.000;6.000;1.000;20.000;0.364;0.339;0.409
16;270.000;6.000;1.000;20.000;0.364;0.339;0.631
17;266.000;7.000;0.000;24.000;0.368;0.343;0.303
18;257.000;6.000;1.000;33.000;0.261;0.230;0.634
19;262.000;6.000;1.000;28.000;0.293;0.264;0.653
20;267.000;5.000;2.000;22.000;0.294;0.267;0.672
21;259.000;7.000;0.000;31.000;0.311;0.283;0.503
22;274.000;4.000;3.000;16.000;0.296;0.271;0.222
23;259.000;7.000;0.000;31.000;0.311;0.283;0.720
24;259.000;7.000;0.000;31.000;0.311;0.283;0.439
25;270.000;5.000;2.000;19.000;0.323;0.297;0.432
max;274.000;7.000;3.000;36.000;0.400;0.377;0.746
avg;264.360;6.000;1.000;25.440;0.316;0.289;0.518
min;253.000;4.000;0.000;16.000;0.250;0.220;0.222
---
RF
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;288.000;3.000;4.000;2.000;0.500;0.490
2;287.000;2.000;5.000;3.000;0.333;0.320
3;290.000;4.000;3.000;0.000;0.727;0.723
4;288.000;2.000;5.000;2.000;0.364;0.353
5;287.000;5.000;2.000;2.000;0.714;0.707
6;287.000;4.000;3.000;3.000;0.571;0.561
7;287.000;4.000;3.000;3.000;0.571;0.561
8;288.000;4.000;3.000;2.000;0.615;0.607
9;287.000;2.000;5.000;3.000;0.333;0.320
10;289.000;2.000;5.000;0.000;0.444;0.439
11;289.000;3.000;4.000;1.000;0.545;0.538
12;287.000;4.000;3.000;3.000;0.571;0.561
13;288.000;1.000;6.000;2.000;0.200;0.189
14;287.000;4.000;3.000;3.000;0.571;0.561
15;289.000;0.000;7.000;0.000;0.000;0.000
16;290.000;4.000;3.000;0.000;0.727;0.723
17;287.000;2.000;5.000;3.000;0.333;0.320
18;286.000;5.000;2.000;4.000;0.625;0.615
19;289.000;3.000;4.000;1.000;0.545;0.538
20;288.000;3.000;4.000;1.000;0.545;0.537
21;289.000;4.000;3.000;1.000;0.667;0.660
22;289.000;4.000;3.000;1.000;0.667;0.660
23;285.000;6.000;1.000;5.000;0.667;0.657
24;289.000;2.000;5.000;1.000;0.400;0.391
25;287.000;3.000;4.000;2.000;0.500;0.490
max;290.000;6.000;7.000;5.000;0.727;0.723
avg;287.880;3.200;3.800;1.920;0.510;0.501
min;285.000;0.000;1.000;0.000;0.000;0.000
---
GB
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;287.000;3.000;4.000;3.000;0.462;0.450
2;286.000;4.000;3.000;4.000;0.533;0.521
3;290.000;4.000;3.000;0.000;0.727;0.723
4;286.000;3.000;4.000;4.000;0.429;0.415
5;285.000;6.000;1.000;4.000;0.706;0.697
6;287.000;4.000;3.000;3.000;0.571;0.561
7;286.000;7.000;0.000;4.000;0.778;0.771
8;287.000;4.000;3.000;3.000;0.571;0.561
9;287.000;2.000;5.000;3.000;0.333;0.320
10;289.000;1.000;6.000;0.000;0.250;0.246
11;289.000;3.000;4.000;1.000;0.545;0.538
12;286.000;5.000;2.000;4.000;0.625;0.615
13;288.000;2.000;5.000;2.000;0.364;0.353
14;281.000;4.000;3.000;9.000;0.400;0.381
15;288.000;0.000;7.000;1.000;0.000;-0.006
16;288.000;6.000;1.000;2.000;0.800;0.795
17;286.000;3.000;4.000;4.000;0.429;0.415
18;286.000;6.000;1.000;4.000;0.706;0.697
19;289.000;3.000;4.000;1.000;0.545;0.538
20;288.000;3.000;4.000;1.000;0.545;0.537
21;287.000;4.000;3.000;3.000;0.571;0.561
22;287.000;4.000;3.000;3.000;0.571;0.561
23;285.000;7.000;0.000;5.000;0.737;0.729
24;289.000;2.000;5.000;1.000;0.400;0.391
25;284.000;3.000;4.000;5.000;0.400;0.384
max;290.000;7.000;7.000;9.000;0.800;0.795
avg;286.840;3.720;3.280;2.960;0.520;0.510
min;281.000;0.000;0.000;0.000;0.000;-0.006
---
KNN
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;277.000;6.000;1.000;13.000;0.462;0.442
2;273.000;4.000;3.000;17.000;0.286;0.260
3;274.000;6.000;1.000;16.000;0.414;0.392
4;276.000;6.000;1.000;14.000;0.444;0.424
5;267.000;7.000;0.000;22.000;0.389;0.365
6;274.000;6.000;1.000;16.000;0.414;0.392
7;276.000;7.000;0.000;14.000;0.500;0.482
8;265.000;6.000;1.000;25.000;0.316;0.288
9;271.000;5.000;2.000;19.000;0.323;0.297
10;275.000;5.000;2.000;14.000;0.385;0.363
11;268.000;6.000;1.000;22.000;0.343;0.317
12;259.000;7.000;0.000;31.000;0.311;0.283
13;276.000;5.000;2.000;14.000;0.385;0.363
14;268.000;6.000;1.000;22.000;0.343;0.317
15;278.000;6.000;1.000;11.000;0.500;0.483
16;271.000;6.000;1.000;19.000;0.375;0.351
17;273.000;6.000;1.000;17.000;0.400;0.378
18;262.000;7.000;0.000;28.000;0.333;0.306
19;274.000;6.000;1.000;16.000;0.414;0.392
20;277.000;5.000;2.000;12.000;0.417;0.396
21;268.000;6.000;1.000;22.000;0.343;0.317
22;284.000;4.000;3.000;6.000;0.471;0.455
23;273.000;7.000;0.000;17.000;0.452;0.431
24;275.000;6.000;1.000;15.000;0.429;0.408
25;268.000;5.000;2.000;21.000;0.303;0.276
max;284.000;7.000;3.000;31.000;0.500;0.483
avg;272.080;5.840;1.160;17.720;0.390;0.367
min;259.000;4.000;0.000;6.000;0.286;0.260
---
GAN
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;279.000;6.000;1.000;11.000;0.500;0.483
2;273.000;4.000;3.000;17.000;0.286;0.260
3;268.000;6.000;1.000;22.000;0.343;0.317
4;274.000;6.000;1.000;16.000;0.414;0.392
5;271.000;6.000;1.000;18.000;0.387;0.364
6;276.000;6.000;1.000;14.000;0.444;0.424
