LR
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score;average precision score
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;594.000;23.000;8.000;9.000;0.730;0.716
2;594.000;19.000;12.000;9.000;0.644;0.627
3;589.000;21.000;10.000;14.000;0.636;0.616
4;586.000;23.000;8.000;17.000;0.648;0.627
5;586.000;21.000;6.000;14.000;0.677;0.661
6;600.000;16.000;15.000;3.000;0.640;0.626
7;597.000;21.000;10.000;6.000;0.724;0.711
8;594.000;23.000;8.000;9.000;0.730;0.716
9;588.000;23.000;8.000;15.000;0.667;0.648
10;588.000;25.000;2.000;12.000;0.781;0.770
11;598.000;19.000;12.000;5.000;0.691;0.677
12;586.000;25.000;6.000;17.000;0.685;0.666
13;589.000;24.000;7.000;14.000;0.696;0.678
14;596.000;19.000;12.000;7.000;0.667;0.651
15;590.000;24.000;3.000;10.000;0.787;0.776
16;586.000;22.000;9.000;17.000;0.629;0.607
17;597.000;22.000;9.000;6.000;0.746;0.733
18;594.000;22.000;9.000;9.000;0.710;0.695
19;596.000;23.000;8.000;7.000;0.754;0.742
20;583.000;19.000;8.000;17.000;0.603;0.583
21;587.000;22.000;9.000;16.000;0.638;0.617
22;593.000;19.000;12.000;10.000;0.633;0.615
23;592.000;20.000;11.000;11.000;0.645;0.627
24;594.000;25.000;6.000;9.000;0.769;0.757
25;592.000;20.000;7.000;8.000;0.727;0.715
max;600.000;25.000;15.000;17.000;0.787;0.776
avg;591.560;21.600;8.600;10.840;0.690;0.674
min;583.000;16.000;2.000;3.000;0.603;0.583
