LR
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score;average precision score
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;282.000;6.000;3.000;6.000;0.571;0.556
2;276.000;9.000;0.000;12.000;0.600;0.582
3;282.000;7.000;2.000;6.000;0.636;0.623
4;286.000;6.000;3.000;2.000;0.706;0.697
5;278.000;8.000;0.000;10.000;0.615;0.600
6;278.000;9.000;0.000;10.000;0.643;0.628
7;280.000;6.000;3.000;8.000;0.522;0.503
8;283.000;8.000;1.000;5.000;0.727;0.717
9;284.000;8.000;1.000;4.000;0.762;0.753
10;283.000;7.000;1.000;5.000;0.700;0.690
11;276.000;8.000;1.000;12.000;0.552;0.532
12;280.000;8.000;1.000;8.000;0.640;0.625
13;281.000;7.000;2.000;7.000;0.609;0.594
14;285.000;6.000;3.000;3.000;0.667;0.656
15;278.000;8.000;0.000;10.000;0.615;0.600
16;280.000;8.000;1.000;8.000;0.640;0.625
17;280.000;7.000;2.000;8.000;0.583;0.567
18;279.000;6.000;3.000;9.000;0.500;0.480
19;282.000;7.000;2.000;6.000;0.636;0.623
20;285.000;8.000;0.000;3.000;0.842;0.837
21;279.000;9.000;0.000;9.000;0.667;0.653
22;284.000;6.000;3.000;4.000;0.632;0.619
23;285.000;8.000;1.000;3.000;0.800;0.793
24;283.000;6.000;3.000;5.000;0.600;0.586
25;276.000;6.000;2.000;12.000;0.462;0.441
max;286.000;9.000;3.000;12.000;0.842;0.837
avg;281.000;7.280;1.520;7.000;0.637;0.623
min;276.000;6.000;0.000;2.000;0.462;0.441
