LR
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score;average precision score
1;254.000;9.000;2.000;33.000;0.340;0.299;0.343
2;245.000;10.000;1.000;42.000;0.317;0.273;0.616
3;248.000;9.000;2.000;39.000;0.305;0.261;0.298
4;255.000;5.000;6.000;32.000;0.208;0.161;0.220
5;243.000;6.000;1.000;42.000;0.218;0.184;0.467
6;253.000;8.000;3.000;34.000;0.302;0.259;0.341
7;247.000;9.000;2.000;40.000;0.300;0.255;0.451
8;252.000;7.000;4.000;35.000;0.264;0.218;0.356
9;254.000;8.000;3.000;33.000;0.308;0.265;0.355
10;248.000;6.000;1.000;37.000;0.240;0.207;0.406
11;251.000;8.000;3.000;36.000;0.291;0.246;0.419
12;250.000;9.000;2.000;37.000;0.316;0.272;0.388
13;245.000;7.000;4.000;42.000;0.233;0.184;0.225
14;253.000;8.000;3.000;34.000;0.302;0.259;0.446
15;251.000;5.000;2.000;34.000;0.217;0.184;0.430
16;260.000;6.000;5.000;27.000;0.273;0.230;0.455
17;254.000;9.000;2.000;33.000;0.340;0.299;0.393
18;244.000;9.000;2.000;43.000;0.286;0.239;0.241
19;244.000;8.000;3.000;43.000;0.258;0.210;0.287
20;250.000;5.000;2.000;35.000;0.213;0.179;0.441
21;253.000;7.000;4.000;34.000;0.269;0.224;0.241
22;240.000;9.000;2.000;47.000;0.269;0.221;0.515
23;257.000;8.000;3.000;30.000;0.327;0.286;0.485
24;250.000;10.000;1.000;37.000;0.345;0.303;0.488
25;249.000;4.000;3.000;36.000;0.170;0.135;0.172
max;260.000;10.000;6.000;47.000;0.345;0.303;0.616
avg;250.000;7.560;2.640;36.600;0.276;0.234;0.379
min;240.000;4.000;1.000;27.000;0.170;0.135;0.172
---
RF
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;286.000;1.000;10.000;1.000;0.154;0.144
2;281.000;4.000;7.000;6.000;0.381;0.358
3;283.000;3.000;8.000;4.000;0.333;0.314
4;281.000;3.000;8.000;6.000;0.300;0.276
5;284.000;2.000;5.000;1.000;0.400;0.391
6;285.000;2.000;9.000;2.000;0.267;0.252
7;278.000;5.000;6.000;9.000;0.400;0.374
8;283.000;3.000;8.000;4.000;0.333;0.314
9;285.000;3.000;8.000;2.000;0.375;0.360
10;284.000;1.000;6.000;1.000;0.222;0.214
11;283.000;5.000;6.000;4.000;0.500;0.483
12;284.000;3.000;8.000;3.000;0.353;0.336
13;283.000;3.000;8.000;4.000;0.333;0.314
14;285.000;2.000;9.000;2.000;0.267;0.252
15;282.000;2.000;5.000;3.000;0.333;0.320
16;286.000;3.000;8.000;1.000;0.400;0.388
17;284.000;4.000;7.000;3.000;0.444;0.428
18;285.000;1.000;10.000;2.000;0.143;0.129
19;281.000;4.000;7.000;6.000;0.381;0.358
20;278.000;4.000;3.000;7.000;0.444;0.428
21;286.000;0.000;11.000;1.000;0.000;-0.006
22;281.000;3.000;8.000;6.000;0.300;0.276
23;286.000;2.000;9.000;1.000;0.286;0.274
24;284.000;3.000;8.000;3.000;0.353;0.336
25;280.000;1.000;6.000;5.000;0.154;0.135
max;286.000;5.000;11.000;9.000;0.500;0.483
avg;283.120;2.680;7.520;3.480;0.314;0.298
min;278.000;0.000;3.000;1.000;0.000;-0.006
---
GB
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;286.000;1.000;10.000;1.000;0.154;0.144
2;278.000;7.000;4.000;9.000;0.519;0.496
3;278.000;4.000;7.000;9.000;0.333;0.306
4;279.000;3.000;8.000;8.000;0.273;0.245
5;282.000;1.000;6.000;3.000;0.182;0.167
