LR
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score;average precision score
1;273.000;9.000;0.000;15.000;0.545;0.524;0.907
2;271.000;9.000;0.000;17.000;0.514;0.491;0.711
3;277.000;9.000;0.000;11.000;0.621;0.604;0.555
4;280.000;9.000;0.000;8.000;0.692;0.680;0.780
5;273.000;8.000;0.000;15.000;0.516;0.496;0.679
6;275.000;9.000;0.000;13.000;0.581;0.562;0.690
7;271.000;8.000;1.000;17.000;0.471;0.446;0.332
8;280.000;9.000;0.000;8.000;0.692;0.680;0.758
9;271.000;9.000;0.000;17.000;0.514;0.491;0.894
10;278.000;8.000;0.000;10.000;0.615;0.600;0.626
11;270.000;9.000;0.000;18.000;0.500;0.476;0.684
12;274.000;9.000;0.000;14.000;0.562;0.543;0.744
13;283.000;7.000;2.000;5.000;0.667;0.655;0.833
14;284.000;9.000;0.000;4.000;0.818;0.811;0.711
15;275.000;8.000;0.000;13.000;0.552;0.533;0.491
16;272.000;9.000;0.000;16.000;0.529;0.507;0.744
17;272.000;9.000;0.000;16.000;0.529;0.507;0.610
18;280.000;8.000;1.000;8.000;0.640;0.625;0.727
19;280.000;9.000;0.000;8.000;0.692;0.680;0.699
20;284.000;7.000;1.000;4.000;0.737;0.728;0.648
21;269.000;9.000;0.000;19.000;0.486;0.462;0.688
22;279.000;9.000;0.000;9.000;0.667;0.653;0.831
23;276.000;9.000;0.000;12.000;0.600;0.582;0.714
24;279.000;9.000;0.000;9.000;0.667;0.653;0.597
25;273.000;7.000;1.000;15.000;0.467;0.445;0.399
max;284.000;9.000;2.000;19.000;0.818;0.811;0.907
avg;275.960;8.560;0.240;12.040;0.595;0.577;0.682
min;269.000;7.000;0.000;4.000;0.467;0.445;0.332
---
RF
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;287.000;6.000;3.000;1.000;0.750;0.743
2;285.000;9.000;0.000;3.000;0.857;0.852
3;286.000;7.000;2.000;2.000;0.778;0.771
4;288.000;6.000;3.000;0.000;0.800;0.795
5;286.000;7.000;1.000;2.000;0.824;0.818
6;288.000;8.000;1.000;0.000;0.941;0.939
7;283.000;3.000;6.000;5.000;0.353;0.334
8;287.000;7.000;2.000;1.000;0.824;0.818
9;286.000;9.000;0.000;2.000;0.900;0.897
10;286.000;5.000;3.000;2.000;0.667;0.658
11;287.000;6.000;3.000;1.000;0.750;0.743
12;286.000;6.000;3.000;2.000;0.706;0.697
13;288.000;7.000;2.000;0.000;0.875;0.872
14;288.000;4.000;5.000;0.000;0.615;0.608
15;283.000;7.000;1.000;5.000;0.700;0.690
16;286.000;8.000;1.000;2.000;0.842;0.837
17;287.000;7.000;2.000;1.000;0.824;0.818
18;283.000;5.000;4.000;5.000;0.526;0.511
19;288.000;6.000;3.000;0.000;0.800;0.795
20;288.000;6.000;2.000;0.000;0.857;0.854
21;288.000;8.000;1.000;0.000;0.941;0.939
22;288.000;6.000;3.000;0.000;0.800;0.795
23;288.000;6.000;3.000;0.000;0.800;0.795
24;287.000;5.000;4.000;1.000;0.667;0.658
25;283.000;5.000;3.000;5.000;0.556;0.542
max;288.000;9.000;6.000;5.000;0.941;0.939
avg;286.400;6.360;2.440;1.600;0.758;0.751
min;283.000;3.000;0.000;0.000;0.353;0.334
---
GB
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;286.000;6.000;3.000;2.000;0.706;0.697
2;283.000;9.000;0.000;5.000;0.783;0.774
3;285.000;6.000;3.000;3.000;0.667;0.656
4;287.000;6.000;3.000;1.000;0.750;0.743
5;286.000;6.000;2.000;2.000;0.750;0.743
