LR
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score;average precision score
1;234.000;9.000;2.000;53.000;0.247;0.196;0.371
2;232.000;11.000;0.000;55.000;0.286;0.237;0.529
3;229.000;10.000;1.000;58.000;0.253;0.202;0.235
4;240.000;5.000;6.000;47.000;0.159;0.104;0.164
5;228.000;7.000;0.000;57.000;0.197;0.161;0.429
6;242.000;10.000;1.000;45.000;0.303;0.257;0.263
7;224.000;10.000;1.000;63.000;0.238;0.186;0.418
8;229.000;8.000;3.000;58.000;0.208;0.154;0.314
9;239.000;9.000;2.000;48.000;0.265;0.216;0.248
10;227.000;6.000;1.000;58.000;0.169;0.131;0.415
11;234.000;10.000;1.000;53.000;0.270;0.221;0.345
12;231.000;10.000;1.000;56.000;0.260;0.210;0.395
13;239.000;8.000;3.000;48.000;0.239;0.189;0.219
14;219.000;11.000;0.000;68.000;0.244;0.192;0.423
15;235.000;6.000;1.000;50.000;0.190;0.154;0.384
16;246.000;7.000;4.000;41.000;0.237;0.189;0.462
17;235.000;10.000;1.000;52.000;0.274;0.225;0.308
18;231.000;10.000;1.000;56.000;0.260;0.210;0.219
19;226.000;8.000;3.000;61.000;0.200;0.146;0.274
20;235.000;7.000;0.000;50.000;0.219;0.184;0.422
21;242.000;8.000;3.000;45.000;0.250;0.201;0.204
22;225.000;10.000;1.000;62.000;0.241;0.189;0.438
23;238.000;8.000;3.000;49.000;0.235;0.185;0.431
24;234.000;10.000;1.000;53.000;0.270;0.221;0.499
25;231.000;6.000;1.000;54.000;0.179;0.142;0.130
max;246.000;11.000;6.000;68.000;0.303;0.257;0.529
avg;233.000;8.560;1.640;53.600;0.236;0.188;0.342
min;219.000;5.000;0.000;41.000;0.159;0.104;0.130
---
RF
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;285.000;1.000;10.000;2.000;0.143;0.129
2;286.000;4.000;7.000;1.000;0.500;0.488
3;284.000;2.000;9.000;3.000;0.250;0.232
4;283.000;3.000;8.000;4.000;0.333;0.314
5;282.000;2.000;5.000;3.000;0.333;0.320
6;286.000;0.000;11.000;1.000;0.000;-0.006
7;281.000;7.000;4.000;6.000;0.583;0.566
8;283.000;3.000;8.000;4.000;0.333;0.314
9;285.000;3.000;8.000;2.000;0.375;0.360
10;283.000;1.000;6.000;2.000;0.200;0.188
11;285.000;1.000;10.000;2.000;0.143;0.129
12;283.000;2.000;9.000;4.000;0.235;0.215
13;284.000;4.000;7.000;3.000;0.444;0.428
14;285.000;4.000;7.000;2.000;0.471;0.456
15;285.000;1.000;6.000;0.000;0.250;0.245
16;286.000;3.000;8.000;1.000;0.400;0.388
17;286.000;3.000;8.000;1.000;0.400;0.388
18;284.000;0.000;11.000;3.000;0.000;-0.016
19;284.000;4.000;7.000;3.000;0.444;0.428
20;282.000;4.000;3.000;3.000;0.571;0.561
21;286.000;0.000;11.000;1.000;0.000;-0.006
22;284.000;2.000;9.000;3.000;0.250;0.232
23;287.000;1.000;10.000;0.000;0.167;0.162
24;285.000;3.000;8.000;2.000;0.375;0.360
25;282.000;1.000;6.000;3.000;0.182;0.167
max;287.000;7.000;11.000;6.000;0.583;0.566
avg;284.240;2.360;7.840;2.360;0.295;0.282
min;281.000;0.000;3.000;0.000;0.000;-0.016
---
GB
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;276.000;6.000;5.000;11.000;0.429;0.402
2;271.000;8.000;3.000;16.000;0.457;0.428
3;275.000;6.000;5.000;12.000;0.414;0.386
4;276.000;4.000;7.000;11.000;0.308;0.277
5;269.000;6.000;1.000;16.000;0.414;0.392
