LR
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score;average precision score
1;262.000;7.000;0.000;28.000;0.333;0.306;0.692
2;267.000;5.000;2.000;23.000;0.286;0.258;0.432
3;263.000;6.000;1.000;27.000;0.300;0.272;0.254
4;270.000;5.000;2.000;20.000;0.312;0.286;0.554
5;241.000;7.000;0.000;48.000;0.226;0.192;0.544
6;258.000;7.000;0.000;32.000;0.304;0.275;0.683
7;252.000;7.000;0.000;38.000;0.269;0.238;0.242
8;259.000;6.000;1.000;31.000;0.273;0.243;0.535
9;260.000;5.000;2.000;30.000;0.238;0.207;0.545
10;270.000;6.000;1.000;19.000;0.375;0.351;0.541
11;266.000;6.000;1.000;24.000;0.324;0.297;0.641
12;248.000;7.000;0.000;42.000;0.250;0.218;0.741
13;266.000;5.000;2.000;24.000;0.278;0.249;0.406
14;264.000;6.000;1.000;26.000;0.308;0.280;0.411
15;267.000;5.000;2.000;22.000;0.294;0.267;0.352
16;272.000;6.000;1.000;18.000;0.387;0.364;0.731
17;263.000;6.000;1.000;27.000;0.300;0.272;0.244
18;246.000;6.000;1.000;44.000;0.211;0.176;0.351
19;265.000;6.000;1.000;25.000;0.316;0.288;0.638
20;268.000;5.000;2.000;21.000;0.303;0.276;0.634
21;251.000;7.000;0.000;39.000;0.264;0.233;0.499
22;267.000;4.000;3.000;23.000;0.235;0.206;0.199
23;259.000;7.000;0.000;31.000;0.311;0.283;0.691
24;257.000;7.000;0.000;33.000;0.298;0.269;0.346
25;272.000;5.000;2.000;17.000;0.345;0.320;0.419
max;272.000;7.000;3.000;48.000;0.387;0.364;0.741
avg;261.320;5.960;1.040;28.480;0.294;0.265;0.493
min;241.000;4.000;0.000;17.000;0.211;0.176;0.199
---
RF
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;288.000;3.000;4.000;2.000;0.500;0.490
2;286.000;3.000;4.000;4.000;0.429;0.415
3;290.000;4.000;3.000;0.000;0.727;0.723
4;289.000;3.000;4.000;1.000;0.545;0.538
5;287.000;6.000;1.000;2.000;0.800;0.795
6;287.000;4.000;3.000;3.000;0.571;0.561
7;288.000;4.000;3.000;2.000;0.615;0.607
8;289.000;3.000;4.000;1.000;0.545;0.538
9;287.000;2.000;5.000;3.000;0.333;0.320
10;289.000;3.000;4.000;0.000;0.600;0.594
11;290.000;4.000;3.000;0.000;0.727;0.723
12;289.000;3.000;4.000;1.000;0.545;0.538
13;288.000;2.000;5.000;2.000;0.364;0.353
14;288.000;4.000;3.000;2.000;0.615;0.607
15;289.000;2.000;5.000;0.000;0.444;0.439
16;290.000;4.000;3.000;0.000;0.727;0.723
17;285.000;2.000;5.000;5.000;0.286;0.268
18;287.000;5.000;2.000;3.000;0.667;0.658
19;289.000;3.000;4.000;1.000;0.545;0.538
20;289.000;3.000;4.000;0.000;0.600;0.594
21;287.000;4.000;3.000;3.000;0.571;0.561
22;289.000;3.000;4.000;1.000;0.545;0.538
23;288.000;6.000;1.000;2.000;0.800;0.795
24;290.000;3.000;4.000;0.000;0.600;0.594
25;288.000;3.000;4.000;1.000;0.545;0.537
max;290.000;6.000;5.000;5.000;0.800;0.795
avg;288.240;3.440;3.560;1.560;0.570;0.562
min;285.000;2.000;1.000;0.000;0.286;0.268
---
GB
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;287.000;4.000;3.000;3.000;0.571;0.561
2;285.000;4.000;3.000;5.000;0.500;0.486
3;290.000;4.000;3.000;0.000;0.727;0.723
4;289.000;3.000;4.000;1.000;0.545;0.538
5;284.000;5.000;2.000;5.000;0.588;0.576
