LR
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score;average precision score
1;271.000;6.000;1.000;19.000;0.375;0.351;0.691
2;268.000;5.000;2.000;22.000;0.294;0.267;0.425
3;266.000;6.000;1.000;24.000;0.324;0.297;0.309
4;275.000;5.000;2.000;15.000;0.370;0.348;0.620
5;257.000;7.000;0.000;32.000;0.304;0.275;0.604
6;277.000;6.000;1.000;13.000;0.462;0.442;0.669
7;261.000;7.000;0.000;29.000;0.326;0.298;0.293
8;264.000;6.000;1.000;26.000;0.308;0.280;0.536
9;269.000;5.000;2.000;21.000;0.303;0.276;0.576
10;276.000;6.000;1.000;13.000;0.462;0.442;0.488
11;269.000;6.000;1.000;21.000;0.353;0.328;0.651
12;262.000;7.000;0.000;28.000;0.333;0.306;0.793
13;275.000;5.000;2.000;15.000;0.370;0.348;0.419
14;264.000;6.000;1.000;26.000;0.308;0.280;0.442
15;273.000;6.000;1.000;16.000;0.414;0.392;0.502
16;276.000;6.000;1.000;14.000;0.444;0.424;0.741
17;265.000;7.000;0.000;25.000;0.359;0.333;0.290
18;262.000;6.000;1.000;28.000;0.293;0.264;0.554
19;271.000;6.000;1.000;19.000;0.375;0.351;0.646
20;272.000;5.000;2.000;17.000;0.345;0.320;0.670
21;270.000;7.000;0.000;20.000;0.412;0.389;0.505
22;272.000;4.000;3.000;18.000;0.276;0.249;0.245
23;268.000;7.000;0.000;22.000;0.389;0.365;0.773
24;264.000;5.000;2.000;26.000;0.263;0.234;0.451
25;273.000;5.000;2.000;16.000;0.357;0.334;0.442
max;277.000;7.000;3.000;32.000;0.462;0.442;0.793
avg;268.800;5.880;1.120;21.000;0.353;0.328;0.533
min;257.000;4.000;0.000;13.000;0.263;0.234;0.245
---
RF
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;288.000;4.000;3.000;2.000;0.615;0.607
2;286.000;4.000;3.000;4.000;0.533;0.521
3;290.000;4.000;3.000;0.000;0.727;0.723
4;289.000;3.000;4.000;1.000;0.545;0.538
5;287.000;5.000;2.000;2.000;0.714;0.707
6;287.000;4.000;3.000;3.000;0.571;0.561
7;288.000;4.000;3.000;2.000;0.615;0.607
8;288.000;4.000;3.000;2.000;0.615;0.607
9;289.000;2.000;5.000;1.000;0.400;0.391
10;289.000;1.000;6.000;0.000;0.250;0.246
11;289.000;4.000;3.000;1.000;0.667;0.660
12;286.000;4.000;3.000;4.000;0.533;0.521
13;288.000;4.000;3.000;2.000;0.615;0.607
14;286.000;4.000;3.000;4.000;0.533;0.521
15;288.000;1.000;6.000;1.000;0.222;0.214
16;290.000;4.000;3.000;0.000;0.727;0.723
17;286.000;4.000;3.000;4.000;0.533;0.521
18;286.000;6.000;1.000;4.000;0.706;0.697
19;289.000;3.000;4.000;1.000;0.545;0.538
20;288.000;3.000;4.000;1.000;0.545;0.537
21;287.000;4.000;3.000;3.000;0.571;0.561
22;289.000;4.000;3.000;1.000;0.667;0.660
23;288.000;7.000;0.000;2.000;0.875;0.872
24;290.000;2.000;5.000;0.000;0.444;0.439
25;289.000;3.000;4.000;0.000;0.600;0.594
max;290.000;7.000;6.000;4.000;0.875;0.872
avg;288.000;3.680;3.320;1.800;0.575;0.567
min;286.000;1.000;0.000;0.000;0.222;0.214
---
GB
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;287.000;3.000;4.000;3.000;0.462;0.450
2;286.000;4.000;3.000;4.000;0.533;0.521
3;289.000;5.000;2.000;1.000;0.769;0.764
4;286.000;3.000;4.000;4.000;0.429;0.415
5;286.000;5.000;2.000;3.000;0.667;0.658
6;286.000;4.000;3.000;4.000;0.533;0.521
7;286.000;7.000;0.000;4.000;0.778;0.771
8;286.000;4.000;3.000;4.000;0.533;0.521
9;287.000;2.000;5.000;3.000;0.333;0.320
10;288.000;3.000;4.000;1.000;0.545;0.537
11;288.000;4.000;3.000;2.000;0.615;0.607
12;286.000;4.000;3.000;4.000;0.533;0.521
13;288.000;4.000;3.000;2.000;0.615;0.607
14;281.000;4.000;3.000;9.000;0.400;0.381
15;287.000;3.000;4.000;2.000;0.500;0.490
16;288.000;6.000;1.000;2.000;0.800;0.795
17;285.000;4.000;3.000;5.000;0.500;0.486
18;284.000;5.000;2.000;6.000;0.556;0.542
19;289.000;3.000;4.000;1.000;0.545;0.538
20;288.000;3.000;4.000;1.000;0.545;0.537
21;286.000;5.000;2.000;4.000;0.625;0.615
22;289.000;4.000;3.000;1.000;0.667;0.660
23;288.000;7.000;0.000;2.000;0.875;0.872
24;290.000;2.000;5.000;0.000;0.444;0.439
25;285.000;2.000;5.000;4.000;0.308;0.292
max;290.000;7.000;5.000;9.000;0.875;0.872
avg;286.760;4.000;3.000;3.040;0.564;0.554
min;281.000;2.000;0.000;0.000;0.308;0.292
---
KNN
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;274.000;6.000;1.000;16.000;0.414;0.392
2;274.000;4.000;3.000;16.000;0.296;0.271
3;278.000;6.000;1.000;12.000;0.480;0.462
4;282.000;6.000;1.000;8.000;0.571;0.558
5;271.000;6.000;1.000;18.000;0.387;0.364
6;279.000;5.000;2.000;11.000;0.435;0.416
7;272.000;7.000;0.000;18.000;0.438;0.416
8;274.000;5.000;2.000;16.000;0.357;0.334
9;276.000;4.000;3.000;14.000;0.320;0.296
10;282.000;5.000;2.000;7.000;0.526;0.512
11;281.000;6.000;1.000;9.000;0.545;0.530
12;267.000;7.000;0.000;23.000;0.378;0.354
13;280.000;4.000;3.000;10.000;0.381;0.361
14;273.000;5.000;2.000;17.000;0.345;0.321
15;278.000;6.000;1.000;11.000;0.500;0.483
16;279.000;6.000;1.000;11.000;0.500;0.483
17;274.000;6.000;1.000;16.000;0.414;0.392
18;270.000;6.000;1.000;20.000;0.364;0.339
19;279.000;5.000;2.000;11.000;0.435;0.416
20;279.000;5.000;2.000;10.000;0.455;0.436
21;272.000;6.000;1.000;18.000;0.387;0.364
22;279.000;4.000;3.000;11.000;0.364;0.343
23;278.000;7.000;0.000;12.000;0.538;0.522
24;276.000;5.000;2.000;14.000;0.385;0.363
25;278.000;5.000;2.000;11.000;0.435;0.416
max;282.000;7.000;3.000;23.000;0.571;0.558
avg;276.200;5.480;1.520;13.600;0.426;0.406
min;267.000;4.000;0.000;7.000;0.296;0.271
---
GAN
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;280.000;6.000;1.000;10.000;0.522;0.506
2;279.000;4.000;3.000;11.000;0.364;0.343
3;284.000;4.000;3.000;6.000;0.471;0.455
4;287.000;3.000;4.000;3.000;0.462;0.450
5;284.000;5.000;2.000;5.000;0.588;0.576
6;280.000;5.000;2.000;10.000;0.455;0.436
7;275.000;6.000;1.000;15.000;0.429;0.408
8;282.000;5.000;2.000;8.000;0.500;0.484
9;284.000;5.000;2.000;6.000;0.556;0.542
10;284.000;5.000;2.000;5.000;0.588;0.576
11;285.000;5.000;2.000;5.000;0.588;0.576
12;275.000;7.000;0.000;15.000;0.483;0.464
13;283.000;4.000;3.000;7.000;0.444;0.428
14;280.000;5.000;2.000;10.000;0.455;0.436
15;283.000;3.000;4.000;6.000;0.375;0.358
16;288.000;3.000;4.000;2.000;0.500;0.490
17;282.000;5.000;2.000;8.000;0.500;0.484
18;278.000;6.000;1.000;12.000;0.480;0.462
19;283.000;5.000;2.000;7.000;0.526;0.512
20;284.000;3.000;4.000;5.000;0.400;0.384
21;282.000;6.000;1.000;8.000;0.571;0.558
22;285.000;4.000;3.000;5.000;0.500;0.486
23;282.000;7.000;0.000;8.000;0.636;0.624
24;286.000;3.000;4.000;4.000;0.429;0.415
25;282.000;4.000;3.000;7.000;0.444;0.428
max;288.000;7.000;4.000;15.000;0.636;0.624
avg;282.280;4.720;2.280;7.520;0.491;0.475
min;275.000;3.000;0.000;2.000;0.364;0.343
