LR
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score;average precision score
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;195.000;1.000;8.000;10.000;0.100;0.056
2;193.000;3.000;6.000;12.000;0.250;0.208
3;201.000;2.000;7.000;4.000;0.267;0.241
4;203.000;1.000;8.000;2.000;0.167;0.149
5;192.000;2.000;5.000;11.000;0.200;0.164
6;198.000;3.000;6.000;7.000;0.316;0.284
7;200.000;1.000;8.000;5.000;0.133;0.103
8;205.000;1.000;8.000;0.000;0.200;0.193
9;202.000;1.000;8.000;3.000;0.154;0.131
10;191.000;2.000;5.000;12.000;0.190;0.153
11;204.000;2.000;7.000;1.000;0.333;0.319
12;188.000;3.000;6.000;17.000;0.207;0.158
13;200.000;0.000;9.000;5.000;0.000;-0.031
14;201.000;4.000;5.000;4.000;0.471;0.449
15;194.000;2.000;5.000;9.000;0.222;0.189
16;195.000;2.000;7.000;10.000;0.190;0.150
17;204.000;1.000;8.000;1.000;0.182;0.169
18;201.000;4.000;5.000;4.000;0.471;0.449
19;196.000;2.000;7.000;9.000;0.200;0.161
20;194.000;3.000;4.000;9.000;0.316;0.286
21;192.000;4.000;5.000;13.000;0.308;0.267
22;199.000;0.000;9.000;6.000;0.000;-0.035
23;200.000;2.000;7.000;5.000;0.250;0.221
24;198.000;3.000;6.000;7.000;0.316;0.284
25;196.000;1.000;6.000;7.000;0.133;0.101
max;205.000;4.000;9.000;17.000;0.471;0.449
avg;197.680;2.000;6.600;6.920;0.223;0.193
min;188.000;0.000;4.000;0.000;0.000;-0.035
