LR
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score;average precision score
1;256.000;8.000;3.000;31.000;0.320;0.278;0.337
2;245.000;9.000;2.000;42.000;0.290;0.244;0.613
3;249.000;9.000;2.000;38.000;0.310;0.266;0.305
4;255.000;5.000;6.000;32.000;0.208;0.161;0.221
5;248.000;6.000;1.000;37.000;0.240;0.207;0.473
6;252.000;8.000;3.000;35.000;0.296;0.252;0.336
7;250.000;8.000;3.000;37.000;0.286;0.241;0.453
8;252.000;7.000;4.000;35.000;0.264;0.218;0.355
9;255.000;8.000;3.000;32.000;0.314;0.272;0.310
10;248.000;6.000;1.000;37.000;0.240;0.207;0.411
11;250.000;9.000;2.000;37.000;0.316;0.272;0.417
12;251.000;9.000;2.000;36.000;0.321;0.279;0.394
13;251.000;7.000;4.000;36.000;0.259;0.213;0.227
14;254.000;8.000;3.000;33.000;0.308;0.265;0.444
15;251.000;5.000;2.000;34.000;0.217;0.184;0.427
16;262.000;6.000;5.000;25.000;0.286;0.245;0.449
17;252.000;9.000;2.000;35.000;0.327;0.285;0.377
18;246.000;9.000;2.000;41.000;0.295;0.250;0.245
19;247.000;8.000;3.000;40.000;0.271;0.225;0.293
20;249.000;5.000;2.000;36.000;0.208;0.175;0.436
21;254.000;6.000;5.000;33.000;0.240;0.194;0.244
22;241.000;9.000;2.000;46.000;0.273;0.225;0.513
23;251.000;8.000;3.000;36.000;0.291;0.246;0.445
24;253.000;10.000;1.000;34.000;0.364;0.324;0.475
25;249.000;4.000;3.000;36.000;0.170;0.135;0.160
max;262.000;10.000;6.000;46.000;0.364;0.324;0.613
avg;250.840;7.440;2.760;35.760;0.277;0.235;0.374
min;241.000;4.000;1.000;25.000;0.170;0.135;0.160
---
RF
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;284.000;1.000;10.000;3.000;0.133;0.116
2;286.000;3.000;8.000;1.000;0.400;0.388
3;284.000;3.000;8.000;3.000;0.353;0.336
4;281.000;3.000;8.000;6.000;0.300;0.276
5;283.000;2.000;5.000;2.000;0.364;0.352
6;286.000;2.000;9.000;1.000;0.286;0.274
7;282.000;5.000;6.000;5.000;0.476;0.457
8;283.000;4.000;7.000;4.000;0.421;0.402
9;284.000;4.000;7.000;3.000;0.444;0.428
10;281.000;2.000;5.000;4.000;0.308;0.292
11;283.000;4.000;7.000;4.000;0.421;0.402
12;284.000;3.000;8.000;3.000;0.353;0.336
13;281.000;3.000;8.000;6.000;0.300;0.276
14;280.000;4.000;7.000;7.000;0.364;0.339
15;281.000;2.000;5.000;4.000;0.308;0.292
16;286.000;3.000;8.000;1.000;0.400;0.388
17;285.000;4.000;7.000;2.000;0.471;0.456
18;283.000;0.000;11.000;4.000;0.000;-0.020
19;280.000;5.000;6.000;7.000;0.435;0.412
20;280.000;4.000;3.000;5.000;0.500;0.486
21;285.000;0.000;11.000;2.000;0.000;-0.011
22;281.000;3.000;8.000;6.000;0.300;0.276
23;286.000;1.000;10.000;1.000;0.154;0.144
24;283.000;3.000;8.000;4.000;0.333;0.314
25;283.000;1.000;6.000;2.000;0.200;0.188
max;286.000;5.000;11.000;7.000;0.500;0.486
avg;283.000;2.760;7.440;3.600;0.321;0.304
min;280.000;0.000;3.000;1.000;0.000;-0.020
---
GB
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;282.000;3.000;8.000;5.000;0.316;0.294
2;284.000;4.000;7.000;3.000;0.444;0.428
3;278.000;3.000;8.000;9.000;0.261;0.231
4;278.000;3.000;8.000;9.000;0.261;0.231
5;281.000;3.000;4.000;4.000;0.429;0.415
6;284.000;2.000;9.000;3.000;0.250;0.232
7;278.000;4.000;7.000;9.000;0.333;0.306
8;280.000;4.000;7.000;7.000;0.364;0.339
9;279.000;6.000;5.000;8.000;0.480;0.458
10;279.000;1.000;6.000;6.000;0.143;0.122
11;280.000;2.000;9.000;7.000;0.200;0.173
12;282.000;5.000;6.000;5.000;0.476;0.457
13;279.000;3.000;8.000;8.000;0.273;0.245
14;277.000;6.000;5.000;10.000;0.444;0.419
15;279.000;3.000;4.000;6.000;0.375;0.358
16;282.000;5.000;6.000;5.000;0.476;0.457
17;281.000;3.000;8.000;6.000;0.300;0.276
18;283.000;3.000;8.000;4.000;0.333;0.314
19;274.000;5.000;6.000;13.000;0.345;0.313
20;279.000;3.000;4.000;6.000;0.375;0.358
21;280.000;2.000;9.000;7.000;0.200;0.173
22;280.000;6.000;5.000;7.000;0.500;0.479
23;284.000;4.000;7.000;3.000;0.444;0.428
24;284.000;4.000;7.000;3.000;0.444;0.428
25;281.000;2.000;5.000;4.000;0.308;0.292
max;284.000;6.000;9.000;13.000;0.500;0.479
avg;280.320;3.560;6.640;6.280;0.351;0.329
min;274.000;1.000;4.000;3.000;0.143;0.122
---
KNN
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;259.000;9.000;2.000;28.000;0.375;0.337
2;255.000;10.000;1.000;32.000;0.377;0.339
3;264.000;7.000;4.000;23.000;0.341;0.304
4;263.000;6.000;5.000;24.000;0.293;0.252
5;260.000;6.000;1.000;25.000;0.316;0.288
6;264.000;8.000;3.000;23.000;0.381;0.345
7;253.000;8.000;3.000;34.000;0.302;0.259
8;257.000;8.000;3.000;30.000;0.327;0.286
9;267.000;8.000;3.000;20.000;0.410;0.377
10;265.000;5.000;2.000;20.000;0.312;0.286
11;267.000;8.000;3.000;20.000;0.410;0.377
12;260.000;10.000;1.000;27.000;0.417;0.381
13;260.000;8.000;3.000;27.000;0.348;0.309
14;269.000;7.000;4.000;18.000;0.389;0.356
15;259.000;5.000;2.000;26.000;0.263;0.233
16;274.000;5.000;6.000;13.000;0.345;0.313
17;260.000;7.000;4.000;27.000;0.311;0.270
18;260.000;9.000;2.000;27.000;0.383;0.346
19;261.000;8.000;3.000;26.000;0.356;0.317
20;260.000;5.000;2.000;25.000;0.270;0.241
21;267.000;8.000;3.000;20.000;0.410;0.377
22;260.000;10.000;1.000;27.000;0.417;0.381
23;260.000;6.000;5.000;27.000;0.273;0.230
24;264.000;8.000;3.000;23.000;0.381;0.345
25;264.000;5.000;2.000;21.000;0.303;0.276
max;274.000;10.000;6.000;34.000;0.417;0.381
avg;262.080;7.360;2.840;24.520;0.348;0.313
min;253.000;5.000;1.000;13.000;0.263;0.230
---
GAN
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;261.000;8.000;3.000;26.000;0.356;0.317
2;263.000;8.000;3.000;24.000;0.372;0.336
3;259.000;7.000;4.000;28.000;0.304;0.263
4;264.000;4.000;7.000;23.000;0.211;0.167
5;250.000;5.000;2.000;35.000;0.213;0.179
6;270.000;7.000;4.000;17.000;0.400;0.368
7;262.000;7.000;4.000;25.000;0.326;0.286
8;262.000;5.000;6.000;25.000;0.244;0.201
9;263.000;7.000;4.000;24.000;0.333;0.295
10;268.000;5.000;2.000;17.000;0.345;0.320
11;243.000;9.000;2.000;44.000;0.281;0.234
12;262.000;7.000;4.000;25.000;0.326;0.286
13;261.000;7.000;4.000;26.000;0.318;0.278
14;269.000;7.000;4.000;18.000;0.389;0.356
15;263.000;2.000;5.000;22.000;0.129;0.095
16;274.000;6.000;5.000;13.000;0.400;0.371
17;248.000;6.000;5.000;39.000;0.214;0.165
18;268.000;6.000;5.000;19.000;0.333;0.297
19;264.000;7.000;4.000;23.000;0.341;0.304
20;257.000;5.000;2.000;28.000;0.250;0.219
21;261.000;7.000;4.000;26.000;0.318;0.278
22;256.000;8.000;3.000;31.000;0.320;0.278
23;264.000;7.000;4.000;23.000;0.341;0.304
24;271.000;7.000;4.000;16.000;0.412;0.381
25;259.000;4.000;3.000;26.000;0.216;0.185
max;274.000;9.000;7.000;44.000;0.412;0.381
avg;261.680;6.320;3.880;24.920;0.308;0.271
min;243.000;2.000;2.000;13.000;0.129;0.095
