LR
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score;average precision score
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;444.000;6.000;6.000;12.000;0.400;0.381
2;438.000;9.000;3.000;18.000;0.462;0.442
3;441.000;8.000;4.000;15.000;0.457;0.438
4;432.000;9.000;3.000;24.000;0.400;0.377
5;447.000;5.000;5.000;9.000;0.417;0.402
6;429.000;11.000;1.000;27.000;0.440;0.417
7;442.000;6.000;6.000;14.000;0.375;0.354
8;442.000;6.000;6.000;14.000;0.375;0.354
9;442.000;6.000;6.000;14.000;0.375;0.354
10;433.000;6.000;4.000;23.000;0.308;0.285
11;437.000;7.000;5.000;19.000;0.368;0.345
12;416.000;8.000;4.000;40.000;0.267;0.235
13;432.000;9.000;3.000;24.000;0.400;0.377
14;448.000;4.000;8.000;8.000;0.333;0.316
15;432.000;9.000;1.000;24.000;0.419;0.399
16;428.000;9.000;3.000;28.000;0.367;0.342
17;447.000;6.000;6.000;9.000;0.444;0.428
18;438.000;7.000;5.000;18.000;0.378;0.356
19;440.000;8.000;4.000;16.000;0.444;0.425
20;427.000;8.000;2.000;29.000;0.340;0.317
21;442.000;6.000;6.000;14.000;0.375;0.354
22;435.000;9.000;3.000;21.000;0.429;0.407
23;446.000;6.000;6.000;10.000;0.429;0.411
24;449.000;6.000;6.000;7.000;0.480;0.466
25;428.000;8.000;2.000;28.000;0.348;0.325
max;449.000;11.000;8.000;40.000;0.480;0.466
avg;437.400;7.280;4.320;18.600;0.393;0.372
min;416.000;4.000;1.000;7.000;0.267;0.235
