LR
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score;average precision score
1;245.000;9.000;2.000;42.000;0.290;0.244;0.389
2;237.000;10.000;1.000;50.000;0.282;0.234;0.661
3;232.000;10.000;1.000;55.000;0.263;0.213;0.251
4;251.000;5.000;6.000;36.000;0.192;0.142;0.176
5;241.000;6.000;1.000;44.000;0.211;0.176;0.410
6;248.000;9.000;2.000;39.000;0.305;0.261;0.327
7;237.000;9.000;2.000;50.000;0.257;0.208;0.468
8;245.000;7.000;4.000;42.000;0.233;0.184;0.362
9;247.000;9.000;2.000;40.000;0.300;0.255;0.295
10;224.000;6.000;1.000;61.000;0.162;0.124;0.361
11;242.000;9.000;2.000;45.000;0.277;0.230;0.453
12;254.000;9.000;2.000;33.000;0.340;0.299;0.404
13;246.000;8.000;3.000;41.000;0.267;0.220;0.224
14;237.000;10.000;1.000;50.000;0.282;0.234;0.525
15;247.000;5.000;2.000;38.000;0.200;0.166;0.399
16;252.000;7.000;4.000;35.000;0.264;0.218;0.469
17;258.000;9.000;2.000;29.000;0.367;0.329;0.419
18;237.000;9.000;2.000;50.000;0.257;0.208;0.303
19;247.000;7.000;4.000;40.000;0.241;0.193;0.303
20;241.000;5.000;2.000;44.000;0.179;0.143;0.510
21;247.000;8.000;3.000;40.000;0.271;0.225;0.231
22;227.000;9.000;2.000;60.000;0.225;0.172;0.541
23;244.000;8.000;3.000;43.000;0.258;0.210;0.561
24;239.000;10.000;1.000;48.000;0.290;0.243;0.501
25;234.000;4.000;3.000;51.000;0.129;0.090;0.122
max;258.000;10.000;6.000;61.000;0.367;0.329;0.661
avg;242.360;7.880;2.320;44.240;0.254;0.209;0.387
min;224.000;4.000;1.000;29.000;0.129;0.090;0.122
---
RF
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;286.000;1.000;10.000;1.000;0.154;0.144
2;286.000;4.000;7.000;1.000;0.500;0.488
3;287.000;0.000;11.000;0.000;0.000;0.000
4;283.000;3.000;8.000;4.000;0.333;0.314
5;285.000;2.000;5.000;0.000;0.444;0.438
6;286.000;1.000;10.000;1.000;0.154;0.144
7;286.000;4.000;7.000;1.000;0.500;0.488
8;285.000;2.000;9.000;2.000;0.267;0.252
9;286.000;2.000;9.000;1.000;0.286;0.274
10;284.000;0.000;7.000;1.000;0.000;-0.006
11;286.000;2.000;9.000;1.000;0.286;0.274
12;286.000;2.000;9.000;1.000;0.286;0.274
13;283.000;2.000;9.000;4.000;0.235;0.215
14;285.000;4.000;7.000;2.000;0.471;0.456
15;285.000;1.000;6.000;0.000;0.250;0.245
16;287.000;2.000;9.000;0.000;0.308;0.300
17;286.000;1.000;10.000;1.000;0.154;0.144
18;284.000;0.000;11.000;3.000;0.000;-0.016
19;286.000;3.000;8.000;1.000;0.400;0.388
20;285.000;3.000;4.000;0.000;0.600;0.594
21;286.000;0.000;11.000;1.000;0.000;-0.006
22;285.000;1.000;10.000;2.000;0.143;0.129
23;287.000;1.000;10.000;0.000;0.167;0.162
24;286.000;1.000;10.000;1.000;0.154;0.144
25;282.000;1.000;6.000;3.000;0.182;0.167
max;287.000;4.000;11.000;4.000;0.600;0.594
avg;285.320;1.720;8.480;1.280;0.251;0.240
min;282.000;0.000;4.000;0.000;0.000;-0.016
---
GB
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;286.000;1.000;10.000;1.000;0.154;0.144
2;284.000;5.000;6.000;3.000;0.526;0.511
3;286.000;1.000;10.000;1.000;0.154;0.144
4;281.000;3.000;8.000;6.000;0.300;0.276
5;283.000;1.000;6.000;2.000;0.200;0.188
6;284.000;1.000;10.000;3.000;0.133;0.116
7;285.000;5.000;6.000;2.000;0.556;0.542
8;284.000;3.000;8.000;3.000;0.353;0.336
9;285.000;1.000;10.000;2.000;0.143;0.129
10;284.000;1.000;6.000;1.000;0.222;0.214
11;284.000;1.000;10.000;3.000;0.133;0.116
12;286.000;1.000;10.000;1.000;0.154;0.144
13;283.000;1.000;10.000;4.000;0.125;0.104
14;283.000;2.000;9.000;4.000;0.235;0.215
15;284.000;3.000;4.000;1.000;0.545;0.537
16;286.000;1.000;10.000;1.000;0.154;0.144
17;286.000;3.000;8.000;1.000;0.400;0.388
18;282.000;1.000;10.000;5.000;0.118;0.094
19;283.000;1.000;10.000;4.000;0.125;0.104
20;282.000;3.000;4.000;3.000;0.462;0.449
21;285.000;0.000;11.000;2.000;0.000;-0.011
22;286.000;2.000;9.000;1.000;0.286;0.274
23;287.000;3.000;8.000;0.000;0.429;0.419
24;281.000;2.000;9.000;6.000;0.211;0.185
25;281.000;2.000;5.000;4.000;0.308;0.292
max;287.000;5.000;11.000;6.000;0.556;0.542
avg;284.040;1.920;8.280;2.560;0.257;0.242
min;281.000;0.000;4.000;0.000;0.000;-0.011
---
KNN
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;259.000;9.000;2.000;28.000;0.375;0.337
2;259.000;11.000;0.000;28.000;0.440;0.406
3;252.000;8.000;3.000;35.000;0.296;0.252
4;251.000;6.000;5.000;36.000;0.226;0.178
5;258.000;6.000;1.000;27.000;0.300;0.271
6;267.000;8.000;3.000;20.000;0.410;0.377
7;235.000;8.000;3.000;52.000;0.225;0.174
8;251.000;8.000;3.000;36.000;0.291;0.246
9;262.000;8.000;3.000;25.000;0.364;0.326
10;267.000;6.000;1.000;18.000;0.387;0.363
11;268.000;8.000;3.000;19.000;0.421;0.389
12;257.000;9.000;2.000;30.000;0.360;0.321
13;253.000;9.000;2.000;34.000;0.333;0.292
14;258.000;7.000;4.000;29.000;0.298;0.256
15;257.000;6.000;1.000;28.000;0.293;0.263
16;267.000;6.000;5.000;20.000;0.324;0.287
17;261.000;7.000;4.000;26.000;0.318;0.278
18;255.000;10.000;1.000;32.000;0.377;0.339
19;254.000;7.000;4.000;33.000;0.275;0.230
20;257.000;5.000;2.000;28.000;0.250;0.219
21;265.000;10.000;1.000;22.000;0.465;0.434
22;258.000;10.000;1.000;29.000;0.400;0.363
23;257.000;6.000;5.000;30.000;0.255;0.211
24;256.000;8.000;3.000;31.000;0.320;0.278
25;263.000;6.000;1.000;22.000;0.343;0.317
max;268.000;11.000;5.000;52.000;0.465;0.434
avg;257.880;7.680;2.520;28.720;0.334;0.296
min;235.000;5.000;0.000;18.000;0.225;0.174
---
GAN
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;260.000;9.000;2.000;27.000;0.383;0.346
2;259.000;9.000;2.000;28.000;0.375;0.337
3;257.000;9.000;2.000;30.000;0.360;0.321
4;261.000;5.000;6.000;26.000;0.238;0.194
5;253.000;5.000;2.000;32.000;0.227;0.195
6;263.000;9.000;2.000;24.000;0.409;0.374
7;254.000;8.000;3.000;33.000;0.308;0.265
8;257.000;7.000;4.000;30.000;0.292;0.249
9;259.000;8.000;3.000;28.000;0.340;0.301
10;263.000;5.000;2.000;22.000;0.294;0.266
11;251.000;8.000;3.000;36.000;0.291;0.246
12;263.000;8.000;3.000;24.000;0.372;0.336
13;241.000;8.000;3.000;46.000;0.246;0.197
14;258.000;8.000;3.000;29.000;0.333;0.293
15;253.000;4.000;3.000;32.000;0.186;0.152
16;269.000;6.000;5.000;18.000;0.343;0.308
